text,actual,predicted
he s a man double standards are well standard,1,0
ahihi so hard to guess around 20 25 yrs old,1,0
hi hasin i came across your blogpost on ubuntu themes i am new to ubuntu i downloaded them but don t know how to install it,0,1
wide awake not,1,0
they were starting to build up but seemed busy no idea no caramel macchiato spelling tonight,0,1
yeah with the guys lol nope tho my neighbour pretty fly lol naaah i babysit his siblings,0,1
working on a dossier for cultural communication trying something creative and make it like it s a book deadline tommorow however,0,1
indo german chamber of commerece pgda 2mrw s the exam lets see goin to slp now wishing myself all the very best,1,0
i need to change my angry status there,1,0
just saw transformers i thought they did a phenominal job on it,1,0
i want a new phoneeeeee mines poop,1,0
omggggggggg you got sims 3 soooooo jealouuuus i want it so baddd,1,0
oh wow thanks ass hole i just want my hairline to be farther back just a little bit,0,1
hi tracy whaat o taylor swift s thug story is rly cool nice ehmagawd,0,1
the food was great we missed you though wednesday it is,1,0
genius but i live in an apartment building so no backyard to let him roam free,0,1
bk lounge has let me down i think we re gonna have to take a break my love,0,1
me and sree wre chatting and then she just went offline,0,1
german party system in about it hardcore final study day n that well at least until resits,1,0
haven t been this month yet lol atl s like my 2nd home,1,0
follow me,0,1
can not find anyone she knows on twitter billy no mates,0,1
tomorrow is nordic walking day at bled from 10am on,1,0
i can get it online maybe too many people are listening which is good for you amp not so much for me,0,1
i want some too,1,0
its not even 12 yet and my mid day groggyness is aleady kickin in,0,1
awww get well soon but i m sure it s man flu lol x,1,0
just saw the first fireflies of the season it has made my day they are late this year i was afraid they wouldn t come,1,0
i got sunburned on my nose im glad i went cuz now i know to never go again it was fun and i love the lakers but today was just crazy,0,1
why is it that even when i get woken up early i m still not in time for macdonalds breakfast,0,1
oh uni klinick k ln how do i love thee must wait and wait and wait and then they tell me they have lost something i m 94 now serving 83,0,1
whaaaaaaaaaaaa overslept,1,0
i d like the software,1,0
nothing clean im afraid,1,0
it s been a while andrew invited me to pittsburgh,1,0
ok im up quot fairly early quot today just for you but you re not up,0,1
about to go bowling with mike and kat someone save me,0,1
ikr your probably playing pokemon arent you,1,0
when mesh syncs a delete the deleted files are moved to the recycle bin found this out the almost hard way,1,0
think everyone should come to louisville ky and bring their bike such an amazing town and even better roads wish i brought mine,0,1
i get that from my manager everyday,1,0
aw i hope your birthday gets more exciting as the day goes,0,1
you search even more,1,0
off of work early late night grocery shopping later with mama,1,0
reading yesterdays sunday times accelerated compost had a write up phones going nuts everyone wants to compost food waste in 14 days,1,0
that is pretty creepy d i feel like i should put my profile on private lmao,1,0
fascinating post about your visit to saudi arabia m dear wish you d visit here again,0,1
just got out of work tomorrows my day off don t want no paper gangsta love the gaga,1,0
i 4get so easily lol,0,1
calll you what i want sir you are now buttercup hw do you like that,1,0
sittin here doing nothing,0,1
whaat making sure she s safe,0,1
is making a biography about adolf hitler writing assessment from bob s english class,1,0
argh mac pro needs to go in for a service v bad timing oh well sunday off at least can t work without a computer,1,0
just got back in from bein out in teh car,1,0
camping was awesome time for school,0,1
in chattisgarh near raipur,1,0
so don t kill me y all but i got twitter i m under stray wulf follow meh,1,0
misisng paki land sometimes i feel like going back i wnated to move back but now m nt soo sure,0,1
ohhhhhhhhhhhh mikeeeeeeeeeeee where are you,1,0
former president bill clinton is famu s commencement graduation speaker spectacular too bad i ll be in maryland,0,1
soon n i ll go to school summer starts when i m bk p,1,0
dont you just love editing photos when your bored i no i do x,1,0
aww wish i could have caught that but i kno u 2 killed it you both r amazing and crazy talented love you lt 333,1,0
just because mac is better doesn t automatically make every other os on the planet crap,1,0
omg cute gay waiter who wants his number,1,0
gosh i shpouldnt have told him my darkest secret last night now he thinks i m crazy i m sure,0,1
tara and i need to pee so fucking bad right now and she s raping my ear with madina lake enjoyable,1,0
evviva la repubblica sorry mir war einfach danach,1,0
i had an awesome day lunch at the fort slacklining with the gibbons tour and dinner with my sister now just the drive home left,0,1
future me actually brought sexy back and jt took all the credit,0,1
manny not sid but still i love ice age,0,1
i got a job i never thought this day would come when i would be working at a jam and jelly shop,1,0
bienn sii me llego i miss you too,1,0
home after a lively day at work yea it was a good one tuesday feels like a promising day,1,0
things will get better eventually life is made of ups and downs i wish you all the best,0,1
and win xp works fine but it has no drivers for my laptop and my desktop has like 8gb ddr2 so my win xp doesn t support that either,0,1
from may 27th rider wanted belmont park on criagslist,1,0
the regular trying to find some food nothing new,1,0
i love my boyfriend i don t like being in his bed all alone as he works,0,1
i would rock wit ya ll but im not tight enough yet,0,1
you ll do fine i really won t,0,1
i heart kris allen gotta love my arkansas boys the jury s still out on whether really played w him in the all state orchestra,1,0
spending time with the cousins at brisbane spent the day shopping or more like browsing bought nothing,0,1
really i think we have some i ve taken piriteeze but only works for a little while and can only take 1 a day xo,0,1
we do take freedom for granted don t we,0,1
hey i m your best friend too,0,1
deadliest warriorrrr,1,0
figuredd out how to edit profilee amp levi youu dont need to do a 200 calorie diet s,1,0
i just found out my drink had 5 shots in it,1,0
trail of terrors page on facebook now has 173 fans the group still has more,0,1
exams this week not a good week but only 2 days left,1,0
i liked the male lead okay but n it s not you re right,0,1
chili night in minneapolis i refuse to turn the heat on in may,1,0
cisco s carbon footprint freaking huge fossil fuel fed electronic dependent machines eco friendly chambers riding bike generator yes,1,0
iremember hoping someone would follow me,0,1
i shud be ashamed of myself cnt even write properly in my own language gt lt,1,0
sorry if i spam your twitter guys i just can t stop twitting,1,0
i should be placed in a jar and studied i m so odd,1,0
where s my little playmate,0,1
arrey bhai thoda apna flirting skills hume bhi de do i need it badly,0,1
that s great hey how did you guys organise the meetup was it a duster one i didn t know about it,0,1
ok i will go back to painting my house,0,1
i m gonna miss our late night jams and your laugh be good,0,1
fucking car just broke down driving to chi but i fixed it yeah new spark plugs and a tune up now it purs nice beach tonight whos game,1,0
one day to the canal festival just been let down by the photographer,0,1
im a lil scared i thried talking normal today and nothing came out i can whisper really good but reg talking i cant,0,1
and to top off the weekend saw the england match win by 3 runs back to work for a physical rest and mental strecth,1,0
i wanted to finish playing apples to apples but now i am able to sleep sparks is a fake energy drink fake as shamwow,1,0
getting ready to head out to krislund in a few hours,1,0
oh no that s what i get for arguing with someone born before 1970,0,1
glad you got home safely we miss you already come back to the philippines will you,0,1
hey ryan will you put any more polaroids up for sale on etsy soon theres a handful left but my hearts set on a snow one,0,1
roadtrip with the boys tomorrow then photoshoot on sunday dreams of brainfeeder,0,1
yeah true but i ll see them this summer too say how often does ur itouch hit the ground mine falls down kinda permanently,0,1
its 72 here,0,1
see your already ignoring me again thanks for 4getting me,0,1
had this second meet the mum diner with my mum nd hubby she s moving out so she wants to leave me 4 him exhausted strange symptoms,1,0
another david hughes on your list i m hurt ftw,0,1
haha i knew it nooo j k twitter is funny i always write sth stupid,1,0
alright i ll check now,0,1
na there goin without me,0,1
loved you on tikibar apparently you ve done some other acting a little scifi thing of some sort battle something,1,0
do you have to rearrange doherty for when eeeeeverybody will be on holiday,0,1
would like some nutella none to be had,0,1
i want to be at the grapevine at 930 im 15 min ahead of schedule so far,1,0
good day today long busy but the time after work ended up being a lot of fun friends and family in the same day,1,0
china coming out of their recession asia surging meanwhile all you mentalist communicators out there not too late to learn chinese,1,0
isn t finding money in your jean pockets the best feeling ever,1,0
no idea but so many people are complaining i don t like it,0,1
hi hans you need to show me how to work twitter,0,1
relationships are messy and overrated totz don t need them i have my friends and they re fucking made of win,1,0
shucks shucks shucks forgo passion movie card well we can check out bugis superbly unpopular,0,1
funny you should mention that i have a full unopened jar of nesscaf on my cupboard but no milk,0,1
tweet tweet bored right now,0,1
hey this is actually sorta interesting i dont want the bell to go,0,1
thighs hurt alot thanks sister for makijng me do lunges around the pool lt 3,0,1
load test jai ho,1,0
this weather is unbelievable it s raining today i hope it s going to get better,1,0
thanks a lot ubisoft now i m hungry for french fries,0,1
you sound like you re having a really good day,0,1
eating cookies lol what kind of life am i living aaahhh,0,1
first day at alton towers loveing it not that sunny tho splash landings hotel is so much fun getting tired now but it worth it x x,0,1
by the way i can t believe that you re going to see star trek before me have fun,0,1
sorry,1,0
just got home had fun with ac tomorrow is day 1 of my celeb image,1,0
what s wrong with the ski slopes of mk they ve got coffee shops as well y know,1,0
tine to pretend by mgmt,1,0
cant find her eye liner sharpener thing,0,1
13 days an counting chris packed up our living room today tonight we are having one last spaghetti and meatballs with cat and family,0,1
maybe i ll write something for you but it won t be bad pinky promise,1,0
miley cyruss climb song is in my head help me exorcise me puhlzz,0,1
why does twitter still say quot from web quot when i m tweeting from snaptu i suffer from ocd things like that bother me,0,1
gotta go take a shower,0,1
no i didn t type the post or the text in the video but i will happily take the whoopin on it,0,1
is trying to figure out how to actually follow people,0,1
sunblock next time,0,1
sometimes i just have to expect they might not feel the same way,0,1
thanks jill and robyn my 1st madre s day without the tribe,0,1
sun was gorgeous and warm today but finally inside had a great day atempted to draw didnt work out well,0,1
nooo you can t kill cleo she s my favourite cat to snuggle with,1,0
gosh david at 3 but haha 3 is good enough tho,0,1
there s more girls shirts than guys amp i d probably have to ask for some cash too mostly for postage,0,1
wanna watch quot up quot but it s still in august grr can t waaait haha,1,0
does any1 have the spousal abuse number i just got hit for my last tweet lmao,0,1
is heating up some dougnuts and eating them,1,0
paris i love youuu your absolutely beautiful its not fair are you coming to the uk anytime soon,0,1
does anyone know where i can watch the notion video it s not on youtube,0,1
jonas bros are in london on my birthday 15th june well tempted to travel down hahah i dont wanna turn 19 its old lol,0,1
if this isn t the cutest thing every then i don t know what is my dog sound asleep on his bed,1,0
aye now i want cheesecake,1,0
well yes and i promised to go out tonight fuck all i want to do is eat ice cream and watch romcoms clich me,0,1
went to sleep hungry last night no lunch dinner now i can t stop shoving food in my face,1,0
lucky you because that s all i seem to run into here,0,1
i d love to visit france again it s been a while,0,1
omg sorry l8 reply good luck then,1,0
you re in tupelo o i live like 2 hours away from there ahh,0,1
this is bad i wanna cause trouble help meee,1,0
i am still working i had 6 cups of coffee today and it was way over the top,0,1
it good good afternoon they just pick him up 30min ago i think they went shopping with out him,0,1
me tash will chris and andy who you haven t met people kept pulling out,0,1
really,1,0
they shot him he was still alive too,0,1
just downloaded ifuck app 4 me iphone a small minge comes out the bottom so u can mount it i only gave it 1 star,0,1
awww but get excited for the uk tour,0,1
i m in the house doing nothing have to find something to do,0,1
guess who s home,1,0
dammit i guess my baby daddy is some impostor then i kid i kid,1,0
after hanging out with christina i want to go to tam,0,1
posted on ocean in sobe enjoying a hookah with the girls not ready to deal with next week,0,1
he shouldn t feel awful cats are 2 points 3 if it was black and dark out,1,0
i m tori8003 on bpd kinda wish i could change it since i m notorioustori everywhere else but youtube,1,0
what no birthday luv from babes damn homie guess i m just another twigga to ya,0,1
ahahaha im justine,0,1
i climb now i got shoes the harness and everything are you doing a dorset trip this year,1,0
14 days before the end countdown is on gulp let s sing squarespace for these few days c est super anglais le truc,0,1
hihi oh i can t follow coz i was also blocked,0,1
ahhh it my b day and im doing nothing til i go to the phillies game tonight,1,0
we all have those kind of dreams,0,1
i looked it up on wiki not a metaphor quot in a hypothetical scene of the two as an elderly couple quot gt quot hypothetical quot,0,1
last david show for a month,0,1
think i need to start buying and using wrinkle cream,0,1
wishes friday would come sooner,1,0
who s booksigning oh is this the borders thing i m going tonight fresno store to spend money and be supportive,1,0
twitter stop being a dick and let me change my background image imagine a shiny nhl ring in the background,0,1
drizzy s gon be big and overplayed now i want drake to be the best kept secret ahh,0,1
is looking for phish tix for 25 no luck,0,1
i really don t i swear i go to like 1 event a year,1,0
a filtered ejournal search for computers amp society gets me computers in the schools and 23 pages of suggestions to page through,0,1
can you tell i m in a short break from my training,1,0
quot the page you requested was not found quot,0,1
911 what s ur emergency i just killed my boyfriend i luv gaga,1,0
okay i m even annoying myself now must go walkies au revoir,1,0
wishing jordan was here butttttttttt we live across a big pond,1,0
no one is online in ym,0,1
me too,0,1
leaving for graduation in like half an hour,1,0
gta take a break frm ufc wil b bck online in about 30 mins,1,0
a i can t hear,0,1
just got back from walking the dog she was petrified the whole time she ll get used to it i lt 3dominospizza movies later,0,1
the blank club w for the flying lotus show these guys opening are sick i want an mpc now gt lt,1,0
april use to be my fav month,0,1
yesterday i got hit at my pussy when on field and i was having my menses,0,1
eating sylvannas i missed this,1,0
that is really creepy and i totally need one,1,0
hibbert off the dream is over no winner from the shoe everton,0,1
boxing this monday,1,0
already seen it,0,1
4th nite in a row hanging out w jen jon robert and josh nicole meganne megan and chad are all here but they re not coming over,0,1
sat class last day thank god,0,1
aw gosh yeah i bet it really sucks hope they don t bother you too much dinner party was gooood hollie is a great cook xx,0,1
oh man bangalore weather is like sweet but just remembered what i hate abt it the food part,1,0
iremember when i used 2 look forward 2 saturday mornings quot live amp kicking quot quot smtv live quot,0,1
cant sleep blaring inseparable just friends hello beautiful and hold on continuesly how things have changed,0,1
yep este o seara mare in peisajul ongistic don t be sad,1,0
your so mean to me lmao,0,1
i just got back from seeing up it was awesome to bad you can t take him on tour with you it would be truly epic,0,1
sorry we left i m not able to read your tweets from my phone so i didn t know y all were going next time,1,0
about to clock into work,1,0
google wave doesn t sound bad at all tweeters,1,0
it was 63 degrees and no sunshine here yay june,0,1
i m monophobic someone talk to me,0,1
i m so hype right now how will i sleep tonight better try or i ll pay in the morning,0,1
im tired and im waiting for mario strikers charged football on sunday,1,0
i think these two dudes got there daughter stoned otherwise they all have blood shot eyes and giggle over stupid things for fun,0,1
i don t believe i have the best guacamole i ve had was made from scratch by,1,0
o not going holiday now,0,1
last night of la then off to sac to see jacq san fran and napa valley with dad visiting annie in norcal and up the coast to seatown,0,1
madelynn is smiling and trying to giggle at her swing mobile and so it starts she will never be just a baby again,0,1
omigosh its so hot in this house,0,1
as soon as the moon had ingressed libra anne helped me getting everything ready for my mother in law s arrival it s still raining here,0,1
the photos are being gay,0,1
urg november is a tough one hope it isn t true maybe it ll be on the birthday the 10th,1,0
no lasfm right now well back to pandora,0,1
sign up for internet world is not user friendly,0,1
lol i m dreaming will see them the hard rock here in vegas amp the greek in la but have to wait till september,0,1
gardening in the rain isnt much fun think ill stop for now and go to the garden centre for some inspiration instead,1,0
earth 2100 is this the final century of our civilization,0,1
damn she got it on the first try,1,0
eric wants to go for a 2 hour bike ride and it s hotter than blazes outside this should be good,1,0
yaaahh ok deh nxt time kay,0,1
really good concepts at mozconcept i really love to send something mine but no time,0,1
i needed an a i know that s not happening i ll be lucky if i get a d urghhhhhh xxx,0,1
they gave me jack,0,1
packing seeing my niece later will miss my fam but glad to see dh ds,0,1
we made it now in desperate need of a shower,1,0
love twitter but havent friends in this page,0,1
texas tang doritoes came out the same time as cool ranch but didn t last i loved them,0,1
i hope your okaay with your dreams i hate odd dreams peeace onn x,1,0
editing at 2 30am is exactly what i hd planned this weekend,0,1
is now home,1,0
you on your own,0,1
i was completely blown away by the performance of rent i also met anthony rapp for the second time ahhh,1,0
oh yea liberals are few but probably fewer in your area we have many damn yankees here in tourist town including me,1,0
yes,0,1
boreeeeeeeeed wannnaa talk to treeeey,0,1
i believe i can do that for you if you send me your u amp p i can create a tweetdeck profile file for you,1,0
now that school is out for summer i have to share the computer more,0,1
tht makes me hungry n oat sweet dream,1,0
was thinking that last nite realised it s now 20 years since my first kiss been practisng like mad ever since lol,1,0
good morn all last day of work for me then vacation time,1,0
nine hours of work still worth it though,1,0
guess i need to get started on writing mine it s been in my head for a few weeks now hands over chocolate,1,0
hey got rid of the white because it looked to fake,1,0
meed ipod touch i forhold til ipod nano,1,0
i dont get it have fun in poland x,0,1
got the dogs at the groomer and cable lady just got here the life of the unemployed,1,0
aftee update lan ako,1,0
sunday s are never as relaxing as they should be they are all about preparing for the week ahead,0,1
y el viernes me chingo el live shit,1,0
in florida all week be back next sunday,1,0
i figured as much you bein good,0,1
i am scared i am not smart enough to even attempt to audition at nida i dont usually talk with long or smart words little help,0,1
im starting to be like that too i think i ll be okaay when they have a new song out or summet yn,0,1
i missed most of the block party but i would love it if you d play some jordan for me maybe close my eyes please,1,0
we need your slo pitch expertise for the big game i flew today thru a buncha tornadoes wheeeee,0,1
huh sorry didn t get that,1,0
i regret not buying your dee lite remixes album the beat swap meet on sat,0,1
waaah i think you can use it as a car too and cut the grass,1,0
spent 6 hours at little ballarina s recitals paige and grace you rock tonda and i went to mimi s afterwards not great,0,1
updates are indeed necessary i fear you are way behind ive been busy busy but lets at least coffee soon,0,1
lakers won game 7 that means they ll kill the nuggetts,0,1
did you get free tickets for the proposal next tuesday ive just managed to get one ticket for maidenhead,1,0
and there was me thinking we were all doing the books together you used to be cool man you ve changed,0,1
has been sitting here all day,0,1
saw terminator yesterday a lot of people said it was shite it was good,1,0
what about apartment building maintenance guys or was johnny just a part time repair guy,1,0
not sure i have no way to measure but by the way,0,1
was going to go visit new moon set today but then it started raining,0,1
you re not wrong u an adelaide supporter i tipped bombers was a great game tho i m 6 7 this week in tips how bout you,0,1
ps i am proud to say i am no crack head and never tried that crap lol,0,1
does not exist thx in advance for your reply,0,1
bless you rob enjoy saratoga it s my home venue and yet can t be there,0,1
no one likes doin the dishes,0,1
thanks for the senior menu reminder haha,0,1
ahhhhh no are you ok,0,1
starbucks til three,0,1
going to the gym then working until ten,1,0
a me miss you too i love you tell mummy i love het too xoxox miss u both an,1,0
is back didnt go to school p s dont tell my mum that im on the pc wink,1,0
you are not a shit happens to the best of us on occasion,0,1
off to work for me can t tweet from there have a great day everyone happy monday jm,0,1
i have most of that album actually but not that song i ll download night,0,1
not that i saw its a green day interview with lowie now d,0,1
just sent a bunch of people to work at the bible farm now the dome is quite boring,0,1
strike that introduction to electrical engineering final tomorrow so i guess i should start studying that and put the naut sci away,1,0
me and last saturday,1,0
rain rain rain rain rain penelope roxie and chloe are all sleeping time to read and go to beddd,1,0
note to self read all unread tweets b4 replying mac vac soundflower now installing,1,0
im in science life is confusing,1,0
will be going home na bye,1,0
myspace and being extremely bored,1,0
sweet booth at newport but all the people are outside,0,1
hates the slow start to the day loves the sunshine roof down on the silver spyder,1,0
yo s ur my only twitter friend x,0,1
and its working,1,0
it hard isn t it well done for being strong he ll thank you when he s 26,0,1
gh tallica was dogshit boring note charts and terrible supplemental songs can t wait for beatles rb,0,1
all i gotta say is quot fat jesus quot lool thx now i wanna head to vegas,0,1
feelin really tired right now gonna have rest for now it s getting late here thinking of sweet dreams,1,0
just saw my red gt500 at zaxbys someone bought my cobra oh well the 2010 s better anyway,0,1
yeah and just did it too you are all jerks,1,0
i know i feel like such a rebel getting all blocked from your work who knew i was so controversial hope all is peachy,1,0
being strong is something i ve never gotten used to but i guess now it s a possibility after tonight,1,0
makes bigger sign baha using the big card that i bought walked through the middle of town with then couldnt take it to jb,0,1
s right big toe is hurting after his run last night better be ready by tonight or i ll run through the pain and be paralyzed tomorrow,1,0
lifes just doo da doo shes so not right,0,1
i love kellogg s crunchy nut they stopped selling them here in portugal enjoy it for me,0,1
a i m sorry about jury duty try to have fun,1,0
done several times today what you working on,1,0
last week until summer,1,0
nope golden retriever hard to tell with the body all twisted up like that,1,0
o trent reznor vai excluir o twitter dele,0,1
saw angels amp demons but only for half an hour was too tired,1,0
its called humour and why are you home so late,0,1
thanks hunni hope you had a good night i was pis ed lying on the couch hangover from hell xxxxxxxxxx,0,1
my hamster zoey is now in heaven,0,1
wow lots of replies on quot sex grease quot lube i ve ordered it thru amazon vendors but last bottles i got smelled bad like they d spoiled,0,1
total sham if you ask me the whole race am gitted by the result,0,1
all signed up for my classes for next year,1,0
holy moley it s raining cats and dogs here and i just got snazzified by min at salon mint,0,1
was hoping for something like publishingsite pageslistname or something similar for normal lists,0,1
psshhhh yeaahh wee areee ohh andd i coullddnnt goo overrr causee i hadd too goo too bettencourrttsss sorry,0,1
is back at work,1,0
i saw you in the facebook live chat but you will have to answer my question the next time,0,1
at dennys since that whore never showed up for my sex toy party,0,1
haha i knoww i kinda missed itt,1,0
why not what else you got thats better to do,0,1
are you twittering every two minutes at two in the morning nooo so that wasn t directed towards you,1,0
but i needed it,0,1
chicken wings are cookingggggggg then some tv and more promoting got to make that moneyyyyyy,0,1
i suspect guerilla marketing by subway because i went and had dinner there while i was waiting,0,1
time warner cable fast download 15 4mbps really slow upload 54kbps live support busted ms sql error 80040e14 very helpful,1,0
went to my locker to get my stuff and go home agghh 2morrow i have a test of this ana frank book lamee,1,0
is still trying to get used to this whole twitter thing sorry if you got the whole quot you are stupid quot that was directed brian,1,0
why aren t the vampires in true blood sparkly,0,1
she won,1,0
got finish feeding my cow cow and my sibearen husky both amazing and big dogs who jest happen to be shedding all on my close lol,0,1
i agree i am guilty of it from time to time though,0,1
is in hebrew so boring im a bad girl rawr,1,0
what the hell smith coach should ve been benched him,1,0
well today s been interesting had someone i thought was a best friend basically try and blackmail me threatening to out me to everyone,0,1
i would reply to your dm but then you re not following me,0,1
chillinq w my favorite qirlies jazzy tye amp amp quanna kathy is the onlee one missinq,0,1
today is the first official day of arizona s monsoon season should be a doozy,1,0
okay who is responsible for me being awake at 5 55am huh heads will roll oh wait that would be my fault sorry,1,0
we have a packed house for the panel registration for the panel is now closed but don t miss out on the shopping party,1,0
lol i will have to leave the pis and mash experience to you for the next 12 days sushi was fab though x,0,1
lol someone just snatched a ball from a little kid lt 3,0,1
hola leyendo noticias los domingos faltan los buenos periodistas hello reading news on sundays gd journalists aren t in the newsroom,0,1
this time tomorrow i will already be like 3 families into sims 3,1,0
oh same you re sitting right next too me i gotta tell you something,1,0
teryn the comic sans rebel via iamculture that made my day,1,0
apple says my iphone is quot prepared for shipment quot i m prepared to receive it hurry up already,1,0
why not try eventbox i like it much better than both and it includes rss feeds but it isn t free nambu tweetdeck,0,1
show is over,0,1
totally know what you mean,0,1
hey stupid i like you,1,0
going to see les mis eeeek,1,0
about to go to skool heeeey,0,1
this night i think made up for my day i had fun with what i think is a very good friend i have to wait until 2010 for lost,0,1
quakelive com quot support for mac amp linux along with alternative browsers is under development quot,0,1
yay for no sleep church will be tiring tomorrow,0,1
last shift then the weekend,1,0
ooops that was on ariza,0,1
at the moment i don t know i will let you know,1,0
i guess so and there is a really fuuny pic u would know it if u saw it,1,0
lol nothing wrong with girlyasfuck,1,0
there is something so manly about a bottle of beer and a bottle opener then i realized it was a twist top,0,1
yeah but i m drinking alone,0,1
noooooooooooooo but its dieddd plus yeaa you can come park we never get bored of the park,1,0
i m in de triiick not as excitin when i add de,0,1
morning world no whiskey hangover unlucky ricky destroyed by a great fighter,1,0
this not the least hope it get well soon,0,1
oh my so pretty i would love your city too it s pouting down rain and cold here,1,0
egw oute mpanio den tha prolabw na kanw thank god for the aircon,0,1
niet eens het peoples front of judea,0,1
off to work but coffee first,1,0
not the best,0,1
me too tweetdeck was not behaving tonight neither was twitter com twitter had some big problems while you were at game,1,0
ate the bunnery yummy now back to the room to pack,0,1
it really does live up to the hype,1,0
today i maybe go watch quot hannah montana movie quot and go my friend house tomorrow is school,0,1
not a problem that shit is crazy,1,0
heck no our school ends for summer may 20 we started aug 11 you,1,0
hey its been ok just playing wii sports with my mate boxing kinda worried about me and zo,0,1
my french toast is gooey,0,1
i apparently can t figure out how to text pictures to twitter,0,1
the amazing thing knights do for damsels in distress i suppose a spider could be a dragon,1,0
spent some family time at the mall bought myself nothing again i have to shop online these days my kids are too much for rl shopping,0,1
my best mate at school was anglo dutch he only flew to venezuela to visit his parents once a year for the summer holiday,0,1
wth are you going to do with that wait i don t wanna know,1,0
kind of feels bad now have fun fishing,1,0
still can not get the head the boy i knew yesterday,0,1
i may join you,0,1
if we were bored we wouldn t follow you katimusha,1,0
is it terrible that i have company over and left room to twitter haha,1,0
can you follow me too your classified ads service,0,1
when i grow up i want to be wealthy and then get a reality show everyone would pee down their leg we are like frigging clowns here,1,0
oh we re friends now you know you re so up amp down with me i retract my last statement thennnnnnnn,0,1
hmmm i shall wait for the weekend i have school tomorrow,0,1
it s raining yeah but with the sun still shining bright,0,1
down the beach again sea is really flat,1,0
i just had a night mare bout chunk s special ed friend from the goonie s was spending the night and he kept chasing me,0,1
thanks for the invite,0,1
definitely ww3 it has this dance funk feeling to it,1,0
just played tt like a donkey,0,1
bumed out was planning on painting for the day and have to shift over to web dev for the day,0,1
good morning world german workers i wish you a good start in the work week,1,0
gonna watch quot yes man quot with my family they already started it so it s in the middle,0,1
cannot believe only one person has noticed my hair is pretty much black,0,1
well for blogcamp pune am not in town on 27th june i will be in kerala,0,1
sorry i m just getting this message what is the this that was horrible,1,0
okay checkout the orange tour but not if you live in the northeast or mid atlantic like us,0,1
nothing really man hwz you bad that i got to rush to office now,1,0
loving the family party is great inflatable princess castle i wish i was five hahahaha,0,1
still no cupcakes,0,1
i should be making dinner but cant face food just now think i will regret this later,0,1
luckyyy i wanna meet a hot guy today,1,0
not the hair,0,1
i c b t h you cant go to sleep at 10 on weekends its not normal,1,0
i got 397 on the abortion,1,0
attendance is appropriate for a quot clash of the titans quot pitching matchup,1,0
yeah wasn t worried,1,0
on the w lexi she s tellin me about this book she s reading called forged by fire terrible sounding book smh her,1,0
whatching the fisherman casting a net and feeling sorry for the fish,1,0
just back from outside now just being bored andy body knows something,1,0
i don t know why i keep saying dang but daaaang goodnight,1,0
uh oh thee wisdom teeth are hurting a bit glad they re coming out in a few weeks,1,0
goodnight,0,1
wife can t tell the difference between am and pm movie times see you tomorrow captain kirk,0,1
what the buck why did you get a new twitter misss you 2 more days,1,0
ate u kidding me on that 4th goal,0,1
lmaoo what a corn he has no updates and im the only 1 following him,0,1
i suppose tomorrow is probably the best,0,1
my real name david creighton pester won t fit in the name box i guess i ll just stay david cp,0,1
are you guys gonna come to australia i totally wanna see you live,1,0
i just hope i get accepted by my section,0,1
i would have been at creative drinks if i wasn t a looser i work with craig founder,0,1
chicago isn t doing a good job at inspiring me,0,1
yep looks like another day of reverse engineering nodoc classes thanks rails core,0,1
is this the last we will hear from you or is usagt ur bag too,0,1
my mother also wants to join novelrace,1,0
i m a nail biter so i can t help you there lol but neon royal blue if that makes sense is a really sexy color,0,1
can i join in ur world if even for 15 minutes i know my chance and gone but why d cha gotta forget for me is2luvu,0,1
working on script rundowns and preparing for next week s premier,1,0
never mind twitter you have let me down i think i am going to go pout now,0,1
what is the school production this year i want to do it,1,0
going to get my laser eye treatment in a while no more glasses or contacts good times,1,0
pleased the weather has settled enough for my fair weather cycling to work today,1,0
yeah if it s on the internet it is true,1,0
fucker you bought it i want,0,1
good bye maddy nice talking shareeta scared me,0,1
thinks boys are idiots,0,1
yes that s the statue of liberty and yes i got there too late to catch the last ferry,0,1
so i m not cool,0,1
i love rev run it s mad hot in my apt i feel like bloggin and froggin communicate communication joss stone lauryn hill audiogasm,1,0
is looking forward to upgrade to 10mbps,1,0
there must be something behind it all though they must have had a feud,0,1
developing a firefox search engine plug in,1,0
client server socket programming fork is becoming unmanageable finally wrote a concurrent ftp server,1,0
playing this to soothe my cranky patient oh give us some peace not a good day,0,1
should i keep my hair blond or go back to black i need some ideas,0,1
thaaanks,0,1
yay still can t sleep i m so tired though i just can t breathe when i lay down,0,1
omg public twitter ftw hahaha i miss twitter and the interwebz,0,1
someone told me i type so hard that it sounds like quot i m making popcorn quot,0,1
that s what i m trying to find right now,1,0
we ve been hula hooping all day long,1,0
trying to get myspace and facebook pages up and running world domination is hard,0,1
do they not have a branches in your area great group but don t know how far their reach extends,0,1
make up your mind,0,1
actually i ve been working on it off the clock,1,0
i left my fossil sun glasses somewhere in the king of prussia mall,0,1
it s this time of the trip where i regret doing some stuff like not buying more melissa shoes while in paris,0,1
yo yo its the weekend though haha got some coin on a few other items just not all of them,0,1
someone recording the fox business interview i m at work,0,1
this day gonna take foreverrrrr,1,0
are these official hat on updates or ross getting pissed with a certain irish tw t updates lol will be following them,1,0
niceeeee we miss you in spain,1,0
got me some shades for the sun today i don t care if i m in the office i m wearing them all day,1,0
someone just called me a dork,0,1
ahh me too,0,1
